year,to_country_id,to_country,performer,song,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
1977,no,Norway,Anita Skorgan,Casanova,,5,,14,,,,,,,,Svein Strugstad,Dag Nordtømme,"Har du sett en mann med godt humør?\nEn som tror han er en stor sjarmør?\nAlle tiders Don Juan, kaller seg for Supermann\nVet det godt, for jeg er gift med ham\n\nHan dro hjemmefra en fredag kveld\nSkulle gå en tur og tok farvel\nMen nå er jeg litt i tvil, borte er jo dress og bil\nKan jeg ta det hele med et smil?\n\nFor han er den store Casanova\nDanseløve, alle tiders Don Juan\nJa, han er den store Casanova\nHelt på topp i stil og sjarm\n\nHar du sett en mann, jeg bare spør?\nEn som tror han er en stor sjarmør?\nAlle tiders Don Juan, kaller seg for Supermann\nHils og si at jeg er gift med ham\n\nFor han er den store Casanova\nDanseløve, alle tiders Don Juan\nJa, han er den store Casanova\nHelt på topp i stil og sjarm\n\nFor han er den store Casanova (Oh Casanova)\nDanseløve, alle tiders Don Juan (Oh Don Juan)\nJa, han er den store Casanova\nHelt på topp i stil og sjarm\n\nFor han er den store Casanova (Oh Casanova)\nDanseløve, alle tiders Don Juan (Oh Don Juan)\nJa, han er den store Casanova\nHelt på topp i stil og sjarm\n\nAlle tiders Don Juan, ja",https://youtube.com/watch?v=x8QNTw668l8
1977,pt,Portugal,Os Amigos,Portugal No Coração,,8,,14,,,,,,,,Fernando Tordo,José Carlos Ary dos Santos,"Portugal foi a razão\nPor que um dia morreu meu irmão\nMas também é coração\nA bater nesta canção\n\nNão sei bem de quem eu nasci\nNão descobri nem pai nem mãe\nSó sei que já nasci aqui e foi aqui\nQue eu fui alguém\n\nPortugal foi a razão\nPor que um dia morreu meu irmão\nMas também é coração\nA bater nesta canção\n\nDigo tudo quanto eu sou\nSerei criança ou malmequer?\nTenho apenas o que eu dou:\nEste lugar que ninguém quer\n\nNeste país onde estou\nSerei tudo quando eu fizer\nEste povo a que me dou\nNão é homem nem mulher\n\nPortugal é querer dar a mão\nSermos amigos, termos pão\nPortugal é ter a vontade\nDe acabar com a saudade\n\nPortugal já tem idade\nPara o povo entender liberdade\nPortugal é uma nação\nOnde vive o meu irmão\n\nPortugal, ai meu amor\nCoração desta minha canção\nBate, bate coração\nPara termos a vida melhor\n\nPortugal, ai meu amor\nCoração desta minha canção\nBate, bate coração\nPara termos a vida melhor\n\nPortugal, ai meu amor\nCoração desta minha canção\nBate, bate coração\nPara termos a vida melhor",https://youtube.com/watch?v=ykMUq8uVykY
1977,lu,Luxembourg,Anne Marie B.,Frère Jacques,,7,,16,,,,,,,,Guy Béart;Pierre Cour,Guy Béart;Pierre Cour,"(Frère Jacques, Frère Jacques)\n(Dormez-vous? Dormez-vous?)\nFrère Jacques, Frère Jacques\nRéveille-toi, réveille-toi\n\nTu aurais bien mieux à faire\nQue de jouer au grand frère\nJe ne suis plus une enfant, tu sais\nIl a grandi mon corsage\nEt j'enrage d'être sage\nQuand tes amis veulent m'embrasser\n\nPeter - j'ai peur, Harry - j'en ris\nPablo, Tino, Pedro - zéro\nSimon - oh non, William - le drame\nJe crie, je mords, et toi tu dors\nHarold me frôle, et Pierre me serre\nEric, Patrick - c'est la panique\nFrère Jacques, sauve-moi\n\n(Frère Jacques) Dans mes rêves\n(Frère Jacques) Tu m'enlèves\n(Dormez-vous?) Dans ma nuit\n(Dormez-vous?) Tu me fuis\n\nSans toi, je me ferais nonne\nJ'entends les cloches qui sonnent\nC'est mon cœur qui bat quand je t'attends\nJ'ai mis du rouge à mes lèvres\nEt du parfum à ma fièvre\nMais surtout ne dors pas trop longtemps\n\nMmm... mmm...\n\n(Frère Jacques) Frère Jacques\n(Frère Jacques) Frère Jacques\n(Dormez-vous?) Réveille-toi\n(Dormez-vous?) Réveille-toi\n\n(Frère Jacques) Frère Jacques\n(Frère Jacques) Frère Jacques\nRéveille-toi, et viens dormir avec moi",https://youtube.com/watch?v=pE40LPTonyE
1977,at,Austria,Schmetterlinge,Boom Boom Boomerang,,4,,17,,,,,,,,Dr. Kurt Ostbahn;Georg 'Schurli' Herrnstadt;Herbert Zöchling-Tampier,E. Lukas Resetarits,"Music is love for you and me\nMusic is money for the record company\n\nMusik liegt wieder in der Luft\nMmm... das ist der ganz besondere Duft\nDer großen Welt, die uns gefällt\n\nDeejay vor dem Mikrophon\nLeg uns jetzt auf den Plattenteller\n(Den Schlager der Saison)\nMoneten bringt der Superseller\n\nMono oder Stereo, live oder im Studio\nAlso sprach Big Brother's Voice\n'Superhits für Girls and Boys'\nYeah...\n\nBoom Boom Boomerang, Snadderydang\nKangaroo, Boogaloo, Didgeridoo\nDing dong, sing the song, hear the guitar twang\nKojak, hijack, me and you\n\nBoom Boom Boomerang, Snadderydang\nKangaroo, Boogaloo, Didgeridoo\nDing dong, sing the song, hear the guitar twang\nKojak, hijack, me and you\n\nEin gutes Lied ist pures Gold\n(Das hören die Konzernherrn von Nashville bis Luzern gern)\nUnd der Dollar rockt und rollt\n\nMono oder Stereo, live oder im Studio\nAlbum oder Single, klingel, Kassa, klingel\n\nRhythm and Blues, Rock 'n' Roll, Reggae, Shuffle oder Soul\nClap your hands, slap your feet\nUnd kauf dir diesen Superhit\nYeah...\n\nBoom Boom Boomerang, Snadderydang\nKangaroo, Boogaloo, Didgeridoo\nDing dong, sing the song, hear the guitar twang\nKojak, hijack, me and you\n\nBoom Boom Boomerang, Snadderydang\nKangaroo, Boogaloo, Didgeridoo\nDing dong, sing the song, hear the guitar twang\nKojak, hijack, me and you\n\nEin Lied ist wie ein Boomerang\n(Boom Boom Boomerang)\n\nBoom Boom Boomerang, Snadderydang\nKangaroo, Boogaloo, Didgeridoo\nDing dong, sing the song, hear the guitar twang\nKojak, hijack, me and you\n\n(Who?) Me and you\n(Who?) Me and you",https://youtube.com/watch?v=MKEYWa3VoHU
1977,se,Sweden,Forbes,Beatles,,13,,18,,,,,,,,Claes Bure,Sven-Olof Bagge,"Beatles gav oss sin musik, 'Yesterday', vad den var fin\nAlla älska' melodin, yeah yeah yeah...\n\nNär skivor kom då gick det larm\nGrammofonen den gick varm\nAlla föll för Beatles charm, yeah yeah yeah...\n\nMånga gick och nynna' på\n'A Hard Day's Night' fast de var små\nFarfars far kan ge svar vem de var\nBeatles, Beatles\n\nVärlden var en stor estrad och där stod vi rad i rad\nNjöt av varje fin ballad, yeah yeah yeah...\n\nBeatles gav oss sin musik, flickor tjöt i vilda skrik\nAlla skivor har vi kvar, vi ska minnas Ringo Starr\nOch George och Paul och John\n\nFarfars far, kan ge svar vem de var\nBeatles, Beatles\n\nVärlden var en stor estrad och där stod vi rad i rad\nNjöt av varje fin ballad, yeah yeah yeah...\n\nBeatles gav oss sin musik, flickor tjöt i vilda skrik\nAlla skivor har vi kvar, vi ska minnas Ringo Starr\nOch George och Paul och John",https://youtube.com/watch?v=OrFg4nyBeAE
1978,il,Israel,Izhar Cohen and the Alphabeta,A-Ba-Ni-Bi,,18,,1,,,,,,,,Nurit Hirsh,Ehud Manor,"A-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\nA-ba-ni-bi o-bo-he-bev\nO-bo-he-bev o-bo-ta-bach\n\nKeshehayinu yeladim\nAhavnu besodei sodot\nEl mi hayinu nechmadim?\nRak ledodim uledodot\n\nVehabanot hamiskenot savlu\nHametukot, hen rak makot kiblu\nVe'et ma shehirgashnu be'emet\nLachashnu rak bisfat haBet\n\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\n\nAhava hi mila yafa\nHi tfila yafa, hi safa\nAhava hi elai tova\nHi tamid titgaber\nUbisfat ahava nedaber\n\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\n\nAni cholem vekam shalosh milim\nUmahu ha'olam? –  Shalosh milim\nVeze ma she'ani margish ka'et\nMamash kmo az, bisfat haBet\n\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\n\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach\n\nA-ba-ni-bi o-bo-he-bev\nA-ba-ni-bi o-bo-he-bev o-bo-ta-bach",https://youtube.com/watch?v=QvZS6tnZKMU
1978,be,Belgium,Jean Vallée,L'amour ça Fait Chanter La Vie,,10,,2,,,,,,,,Jean Vallée,Jean Vallée,"L'amour, ça vous met dans le cœur\nDes crayons de couleurs pour dessiner le monde\nL'amour, on devient musicien\nDe vrais petits Chopin, rien que pour une blonde\n\nL'amour, c'est tellement fantastique\nÇa met le bonheur en musique\nÇa rit de toute sa symphonie\nL'amour, ça fait changer la vie\n\nL'amour, ça vous met dans les yeux\nUn regard fabuleux qui vous change un visage\nL'amour, ça vous donne des ailes\nPour monter dans le ciel jusqu'au septième étage\n\nL'amour, c'est tellement fantastique\nÇa met le bonheur en musique\nÇa rit de toute sa symphonie\nL'amour, ça fait changer la vie\n\nL'amour, c'est un grand magicien\nQui vous change un chagrin en moins d'une seconde\nL'amour, en un mot comme en cent\nÇa vous donne vingt ans dans tous les coins du monde\n\nL'amour, c'est tellement fantastique\nÇa met le bonheur en musique\nÇa rit de toute sa symphonie\nL'amour, ça fait chanter la vie\n\nLa vie",https://youtube.com/watch?v=N4hjjhCmTvI
1978,fr,France,Joël Prévost,Il Y Aura Toujours Des Violons,,6,,3,,,,,,,,Gérard Stern,Didier Barbelivien,"Tu peux bien changer de pays\nSi tu n'aimes pas la pluie\nAller vivre au soleil d'Italie, si tu veux\n\nTu peux bien changer de garçon\nSi tu n'aimes pas ma chanson\nEt si tu en as envie, fais même la révolution\n\nMais il y aura toujours des violons\nPour jouer les chansons d'amour\nMais il y aura toujours des chansons\nQui disent que c'est pour toujours\n\nMais il y aura toujours des amants\nPour se retrouver à Cherbourg\nMais il y aura toujours des enfants\nPour se jurer un grand amour\n\nTu peux bien t'habiller en jean\nEn pantalon ou en smoking\nVivre comme un homme, être libre, si tu veux\n\nTu peux bien dire que le mariage\nCe n'est vraiment pas de ton âge\nJe connais ce sentiment\nPour toi, la vie n'est qu'un voyage\n\nMais il y aura toujours des violons\nPour jouer les chansons d'amour\nMais il y aura toujours des chansons\nQui disent que c'est pour toujours\n\nMais il y aura toujours des amants\nPour se retrouver à Cherbourg\nMais il y aura toujours des enfants\nPour se jurer un grand amour\n\nMais il y aura toujours des violons\nPour jouer les chansons d'amour\nMais il y aura toujours des chansons\nQui disent que c'est pour toujours\n\nMais il y aura toujours des amants\nPour se retrouver à Cherbourg\nMais il y aura toujours des enfants\nPour se jurer un grand amour",https://youtube.com/watch?v=QKoU6MzFPVQ
1978,mc,Monaco,Caline and Olivier Toussaint,Les Jardins De Monaco,,14,,4,,,,,,,,Olivier Toussaint;Paul de Senneville,Didier Barbelivien;Jean Albertini,"La petite fille qui jouait au cerceau\nDis, tu t'en souviens?\nLe p'tit garçon qui jouait au ballon\nOui, je m'en souviens\nOn regardait les voiliers italiens\nOh oui, c'était bien\nY avait un p'tit square, des balançoires\nEt tu me donnais la main\n\nDans les jardins de Monaco\nChaplin aurait pu rencontrer Garbo\nVadim a peut-être embrassé Bardot\nComme toi et moi\nDans les jardins de Monaco\nParmi les fleurs, au milieu des oiseaux\nJuliette a dû rencontrer Roméo\nComme toi et moi\n\nLa petite fille qui me jetait du sable\nDis, tu t'en souviens?\nLe p'tit garçon qui volait des cerises\nMoi je l'aimais bien\nIl y a longtemps que je t'aime\nEt tu sais que rien n'a changé\nÀ la claire fontaine\nIl y a toujours un amour à partager\n\nDans les jardins de Monaco\nChaplin aurait pu rencontrer Garbo\nVadim a peut-être embrassé Bardot\nComme toi et moi\nDans les jardins de Monaco\nParmi les fleurs, au milieu des oiseaux\nJuliette a dû rencontrer Roméo\nComme toi et moi\n\nDans les jardins de Monaco\nOn écrira un nouveau scénario\nPour toi et moi – ce sera le plus beau\nDans les jardins de Monaco",https://youtube.com/watch?v=bUgJ2xCyqYc
1978,ie,Ireland,Colm T. Wilkinson,Born To Sing,,1,,5,,,,,,,,Colm C. T. Wilkinson,Colm C. T. Wilkinson,"I said: ""It would never work""\nYou said: ""Let us try""\nI said: ""I'm a travelling man who will only make you cry""\nAnd when the feeling hit me and I had to move along\nYou said: ""You were right, I guess, you must sing your song""\n\nAnd a man is born to do one thing and I was born to sing\nAnd I must take the good times and the bad times that it brings\nAnd I missed you in the morning, but most of all at night\nAnd I couldn't stop the music, though I tried with all my might\n\nI lie in bed and watch the shadows moving on the wall\nAnd the loneliness is killing me, so I turn the radio on\nAnd I need you now, I want you, in the slow morning light\nAnd the music makes it easier, but it doesn't make it right\n\nAnd a man is born to do one thing and I was born to sing\nAnd I must take the good times and the bad times that it brings\nAnd I missed you in the morning but most of all at night\nAnd I couldn't stop the music, though I tried with all my might\n\nSome day, I hope, you will understand why I live this way\nSongs keep moving in my head, this music I must play\nSo I pack my bags and once again I get out on the road\nAnother day, maybe tonight, I might catch my soul\n\nAnd a man is born to do one thing and I was born to sing\nAnd I must take the good times and the bad times that it brings\nAnd I missed you in the morning, oh, but most of all at night\nAnd I couldn't stop the music, though I tried with all my might\n\nAnd a man is born to do one thing and I was born to sing\nAnd I must take the good times and the bad times that it brings\nAnd I missed you in the morning, oh, but most of all at night\nAnd I couldn't stop the music\n(Couldn't stop the music)\nNo, I couldn't stop the music\nBecause I...\nHey, I was born...\nBorn to sing\nBorn to sing\nBorn to sing\nBorn to sing",https://youtube.com/watch?v=1030WPAfAiM
1978,de,Germany,Ireen Sheer,Feuer,,13,,6,,,,,,,,Jean Frankfurter,John Möring,"Ich lass mich nie von den Männern dressieren\nHab ich geschworen\nWas sie auch reden, es macht mich nicht heiss\nIch lass sie schmoren\nDoch da kam einer, der sagte mir dann:\n""Willst du denn leben als Rühr-mich-nicht-an?""\n""Denkst du denn nie daran?""\n\nFeuer (Feuer)\nBrennt nicht nur im Kamin\nFeuer (Feuer)\nBrennt doch auch in mir drin\nUnd es wird heisser und heisser durch deine Liebe\n\nFeuer (Feuer)\nDem kann keiner entfliehn\nFeuer (Feuer)\nGibt dem Leben erst Sinn\nLauf nicht davon, wenn du fühlst, es ist da\nDu bist gar nicht in Gefahr\n\nWenn ich mir heut auch die Finger verbrenn\nEs tut mir gar nicht leid\nIst Feuer gefährlich?\nIch denke daran, mal bei Gelegenheit\nHeut will ich's wissen, es ist sonderbar\nMorgen werd ich nicht mehr sein, wie ich war\nUnd das machst du mir klar\n\nFeuer (Feuer)\nBrennt nicht nur im Kamin\nFeuer (Feuer)\nBrennt doch auch in mir drin\nUnd es wird heisser und heisser durch deine Liebe\n\nFeuer (Feuer)\nDem kann keiner entfliehn\nFeuer (Feuer)\nGibt dem Leben erst Sinn\nLauf nicht davon, wenn du fühlst, es ist da\nDu bist gar nicht in Gefahr\n\nFeuer (Feuer)\nDem kann keiner entfliehn\nFeuer (Feuer)\nGibt dem Leben erst Sinn\nLauf nicht davon, wenn du fühlst, es ist da\nDu bist gar nicht in Gefahr\n(Feuer, Feuer, Feuer, Feuer)",https://youtube.com/watch?v=WEZjOeBLu_Q
1978,lu,Luxembourg,Baccara,Parlez-vous Français?,,17,,7,,,,,,,,Rolf Soja,Frank Dostal;Péter Zentner,"- Wow, bonjour, ma chère\nTu as bonne mine, Mayte\nComment cela a été: l'île, la mer, la plage?\n- Hmm... formidable, Maria\nComme un rêve\nAh, si tu avais vu\n- Aha, as-tu compris l'importance\nDe savoir le français?\nDis-le moi\n- Non\n- Je t'en prie, vois-tu?\n- Oh, je le sais, c'est-à-dire...\n- Ah, j'y suis: l'amour?\nAh, une affaire de cœur?\n- Vas-y...\n- Et bien, ça y est\n\nHeures à la plage, un bel après-midi\nLe soleil\n- Le soleil?\n- Me réveille\n- Te réveille?\n- Quel jeune homme en passant\n- Un visage, sans alliance?\n- Ses yeux bleus très dangereux\n- Et alors?\n- Mmm alors?\n- Uh, cet homme\n- Uh, cet homme?\n- Uh, il vient chez moi comme un brigand, demandant:\n\nParlez-vous français?\nLa langue d'amour et de l'été\nVoilà c'est une chance d'un cours de vacances\nMais honni soit qui mal y pense\n\nIl me dit:\nParlez-vous français?\nMais cette nuit, laissez-moi prier\nDe voir les lumières d'une jolie manière\nDe faire l'amour en bon français\n\n- Quel bonheur, sans nuages\nL'amour en vérité\nQuand on pleure\n- De bonheur?\n- Embrasser\n- Enchanté\nOh, quel temps de jeunes folies\n- L'année prochaine, plus d'une semaine\nNous irons là-bas ensemble\nNous serons...\n- C'est si beau\n- Nous serons...\n- C'est si beau\n- Nous serons comme les belles de Paris\n\nNous dirons:\nParlez-vous français?\nLa langue d'amour et de l'été\nVoilà c'est une chance d'un cours de vacances\nMais honni soit qui mal y pense\n\nNous dirons:\nParlez-vous français?\nMais cette nuit, laissez-moi prier\nDe voir les lumières d'une jolie manière\nDe faire l'amour en bon français\nOlé!\n\nNous dirons:\nParlez-vous français?\nLa langue d'amour et de l'été\nVoilà c'est une chance, d'un cours de vacances\nMais honni soit qui mal y pense\n\nNous dirons:\nParlez-vous français?\nLa langue d'amour et de l'été\nVoilà c'est une chance d'un cours de vacances\nMais honni soit qui mal y pense\n\nParlez-vous français?\nMais cette nuit, laisse-moi prier\nDe voir les lumières d'une jolie manière\nDe faire l'amour en bon français\n\nNous dirons:\nParlez-vous français?",https://youtube.com/watch?v=71HdQw0-tZk
1978,gr,Greece,Tania Tsanaklidou,Charlie Chaplin,,15,,8,,,,,,,,Sakis Tsilikis,Yannis Xanthulis,"Natos ki erhete apo ti gonia\nKapelaki mavro asorti\nStin pethiastiki mas agonia\nTaha o astinomos tha ton vri\nKokino garifalo sto peto\nBastunaki, smokin ke kaimos\nAthio apo tsigara to paketo\nKi arhise na vrehi o uranos\n\nCharlie Chaplin, ela st' oniro mas na yelasume\nCharlie Chaplin, apopse o, ti thume, oti proftasume\nCharlie Chaplin, t' oniro vuvo san tis tenies su\nCharlie Chaplin, as zisume xana tis istories su\nCharlie Chaplin, Charlie Chaplin\n\nErgothotes ke skliri pelates\nNati i kinonia tu Charlo\nMia zoi yemati aftapates\nMia zoi hamoyelo zesto\nKi oso thiarkuse i tenia\nToso ke me piyene makria\nThe mu as min teliosi i alitia\nThe mu as min teliosi i anthropia\n\nCharlie Chaplin, ela st' oniro mas na yelasume\nCharlie Chaplin, apopse o, ti thume, oti proftasume\nCharlie Chaplin, t' oniro vuvo san tis tenies su\nCharlie Chaplin, as zisume xana tis istories su\nCharlie Chaplin, Charlie Chaplin, Charlie Chaplin",https://youtube.com/watch?v=iQAUlN2Cgps
1978,es,Spain,José Vélez,Bailemos Un Vals,,7,,9,,,,,,,,Manuel de la Calva;Ramón Arcusa,Manuel de la Calva;Ramón Arcusa,"Oh Michèle, ¿dónde estás?\nYo no sé si tú recordarás\nEl verano que juntos pasamos los dos\nY que nunca podré yo olvidar\n\nOh Michèle, te perdí\nNunca más he sabido de ti\nSólo espero que un día regreses a mi\nY de nuevo te pueda pedir\n\nVoulez-vous danser avec moi? \n¿Quieres que bailemos un vals?\nNana nana nay na nana...\nNana nana nay na nana...\n\nVoulez-vous danser avec moi? \n¿Quieres que bailemos un vals?\nNana nana nay na nana...\nBailemos un vals\n\nOh Michèle, ¿dónde estás?\nYo no sé si tú recordarás\nEl verano que juntos pasamos los dos\nY que nunca podré yo olvidar\n\nOh Michèle, te perdí\nNunca más he sabido de ti\nSólo espero que un día regreses a mi\nY de nuevo te pueda pedir\n\nVoulez-vous danser avec moi? \n¿Quieres que bailemos un vals?\nNana nana nay na nana...\nNana nana nay na nana...\n\nVoulez-vous danser avec moi? \n¿Quieres que bailemos un vals?\nNana nana nay na nana...\nBailemos un vals\n(Bailemos un vals)\n\nVoulez-vous danser avec moi? \n¿Quieres que bailemos un vals?\nNana nana nay na nana...\nNana nana nay na nana...\n\nVoulez-vous danser avec moi? \n¿Quieres que bailemos un vals?\nNana nana nay na nana...\nBailemos un vals\n(Bailemos un vals)\nBailemos un vals\nAh ha ha...",https://youtube.com/watch?v=-NC7WTTgwxM
1978,ch,Switzerland,Carole Vinci,Vivre,,9,,9,,,,,,,,Alain Morisod,Pierre Alain,"Pourquoi ne pas croire à la belle histoire\nQui fait chanter le cœur et les saisons?\nJe veux tout oublier dans tes bras\nEt tout recommencer avec toi\nPartager les couleurs et les chansons\n\nPourquoi ne pas suivre cette belle histoire?\nPourquoi ne pas sourire au nouveau jour?\nNous nous évaderons, mon amour\nEt nous retrouverons la chanson\nQue nous vivrons enfin à l'unisson\n\nVivre, nous allons vivre un million de bonheurs\nPour traverser les heures comme des oiseaux libres\nVivre, je veux le vivre, ce rêve musical\nPour cueillir les étoiles de l'amour\n\nPourquoi ne pas croire à la belle histoire\nQui fait chanter le cœur et le printemps?\nMa vie a commencé avec toi\nLe soleil s'est levé dans la joie\nTu m'as fait retrouver mon cœur d'enfant\n\nVivre, je veux le vivre, ce rêve musical\nPour cueillir les étoiles de l'amour\nVivre, nous allons vivre\nEt renverser les heures\nPour cueillir les étoiles du bonheur",https://youtube.com/watch?v=do85uApIf38
1978,gb,United KingdomUK,Co-Co,The Bad Old Days,,8,,11,,,,,,,,Stephanie de Sykes;Stuart Slater,Stephanie de Sykes;Stuart Slater,Remember me?\nI was tossed and turnin' like a ship without a sea\nI was lost for learnin' like a song without a key\nRemember when\nI was all alone without a soul to call my friend?\nWho'd have thought those days would ever end?\n\nThose were the bad old days\nBefore I had your love to guide me\nSad old days\nYou set me free from all those bad old days\nYou put all the good inside of me\n\nThose were the bad old days\n(Those were the sad old days)\nBefore I had you there besides me\nSad old days\nAnd can't you see? - you took the bad old days\nAnd you put all the good inside of me\n\nRemember who\nWalked into my life and put their foot inside my shoe\nNow what was just a place for one is home for two\nRemember why\nI'm gonna stay with you until the day I die\nWe can watch the good old days go by\n\nThose were the bad old days\nBefore I had your love to guide me\nSad old days\nYou set me free from all those bad old days\nYou put all the good inside of me\n\nOh dooby-doo...\nDooby-dooby-dooby-doo...\nAah...\n\nThose were the bad old days\n(Those were the sad old days)\nBefore I had you there beside me\nSad old days\n(Those were the sad old days)\nAnd can't you see you took the bad old days\nAnd you put all the good inside of me?\n\n(Those were the bad old days)\n(Those were the bad old days)\nYou put all the good inside of me\n(Those were the bad old days)\nAh...\n(Those were the bad old days)\nYou put all the good inside of me,https://youtube.com/watch?v=a_couVU0Vr4
1978,it,Italy,Ricchi e Poveri,Questo Amore,,3,,12,,,,,,,,Dario Farina;Mauro Lusini,Sergio Bardotti,"Questo amore, tu mi piaci da morire\nQuesto amore, dai, smettiamo di ballare\nQuesto amore, qui fa caldo, usciamo un po'\n\nQuesto amore, io domani non lavoro\nIo nemmeno, la tua bocca sulla mia\nChe fatica andare via, cominciava così\nCosì con niente\n\nLa giostra che va e la testa mi gira\nRaccontala giusta e non avere paura, no\nScommetti che mi vuoi bene\nAndiamo insieme, ancora un po', ancora più su\n\nQuesto amore, tu mi piaci da morire\nNon parlare, non riesco a respirare\nQuesto amore, acqua viva su di me\nÈ vero, ti voglio bene\n\nQuesto amore, le tue unghie, le mie braccia\nLa tua faccia, la tua bocca sulla mia\nChe fatica andare via, ma perchè andare via\n\nQuesto amore, quanti giochi improvvisati\nDue bambini non sarebbero mai stati\nPiù vicini, più impossibili di noi",https://youtube.com/watch?v=96JYOhhVW2A
1978,nl,Netherlands,Harmony,'t Is Ok,,11,,13,,,,,,,,Eddy Ouwens,Dick Kooiman;Toon Gispen,"Denk je: ik kan er niet meer tegen?\nAl die problemen, elke dag\nZie je geen zon, maar storm en regen?\nIs er alleen maar tegenslag?\n\nDan is er hier een vrolijk liedje\nVoor uw probleem het medicijn\nZing het eens mee, want dan geniet je\nWeg met je zorgen, voel je fijn\n\n't Is oké, zing die melodie\nBlij en in harmonie\nLeef met wat sympathie\nVoor mensen om je heen\n\n't Is oké, zing die melodie\nBlij en in harmonie\nStreef naar wat sympathie\nDan ben je nooit alleen\n\nHeb je geen cent om iets te kopen\nKomen je dromen nooit eens uit?\nEn heb je zin om weg te lopen?\nNeem dan meteen een goed besluit\n\nKijk om je heen, zie and're mensen\nKijk naar jezelf en zie gelijk\nEr is niet eens zoveel te wensen\nAls je gezond bent, ben je rijk\n\n't Is oké, zing die melodie\nBlij en in harmonie\nLeef met wat sympathie\nVoor mensen om je heen\n\n't Is oké, zing die melodie\nBlij en in harmonie\nStreef naar wat sympathie\nDan ben je nooit alleen\n\n't Is oké, zing die melodie\nBlij en in harmonie\nLeef met wat sympathie\nVoor mensen om je heen\n\n't Is oké, zing die melodie\nBlij en in harmonie\nStreef naar wat sympathie\nDan ben je nooit alleen",https://youtube.com/watch?v=pbmjQo8avVU
1978,se,Sweden,Björn Skifs,Det Blir Alltid Värre Framåt Natten,,20,,14,,,,,,,,Peter Himmelstrand,Peter Himmelstrand,"Dagarna och kvällarna, då lever jag\nTrivs med mitt jobb, har kompisar att snacka med, det flyter\nSticker ut och tar en öl och hör ett band\nJag dansar väl och mår rätt fint av värmen från nån flicka\n\nDet blir alltid värre framåt natten\nLångt från alla ljusen, alla skratten\nLigger vaken, tänker på dig\nMinns för mycket och är ensam\n\nHittar alltid på någonting, gör vad jag vill\nHar ingen att ta hänsyn till och ingen tid att passa\nGår på bio, spelar squash när jag får lust\nOch käkar sent och dyrt och gott\nHar det rätt bra på kvällen\n\nDet blir alltid värre framåt natten\nLångt från alla ljusen, alla skratten\nLigger vaken, tänker på dig\nMinns för mycket och är ensam\n\nDet blir alltid värre framåt natten\nLångt från alla ljusen, alla skratten\nLigger vaken, tänker på dig\nMinns för mycket och är ensam\n\nDet blir alltid värre framåt natten\nLångt från alla ljusen, alla skratten\nDet blir alltid värre framåt natten",https://youtube.com/watch?v=71t1Uu19KX4
